"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3622,"default","Biden has responded to the pandemic effectively","list1","list1-D","liberal",0.18,4556,13,"R","Biden","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,10
3623,"default","Biden has responded to the pandemic effectively","list1","list1-D","liberal",0.03,9985,17,"R","Biden","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,14
3624,"default","Biden has responded to the pandemic effectively","list1","list1-D","liberal",0.04,6762,16,"R","Biden","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,13
3625,"default","Biden has responded to the pandemic effectively","list1","list1-R","liberal",0.67,6251,14,"D","Biden","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,11
3626,"default","Biden has responded to the pandemic effectively","list1","list1-R","liberal",0.73,4809,7,"D","Biden","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,4
3627,"default","Biden has responded to the pandemic effectively","list1","list1-R","liberal",0.65,5744,9,"D","Biden","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,6
3628,"default","Biden has responded to the pandemic effectively","list1","list1-R","liberal",0.99,6705,4,"D","Biden","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,1
3693,"default","Biden has responded to the pandemic effectively","list1","list1-D","liberal",0.18,5541,10,"R","Biden","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,7
3694,"default","Biden has responded to the pandemic effectively","list1","list1-D","liberal",0.39,10897,25,"R","Biden","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,22
3586,"default","the capital of the US is in Ohio","list2","list2-D","none",0,8558,19,"D","capital","MC","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,16
3587,"default","the capital of the US is in Ohio","list2","list2-D","none",0,8558,15,"D","capital","MC","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,12
3589,"default","the capital of the US is in Ohio","list2","list2-R","none",0,12869,18,"R","capital","MC","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,15
3590,"default","the capital of the US is in Ohio","list2","list2-D","none",0,7513,7,"D","capital","MC","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,4
3591,"default","the capital of the US is in Ohio","list1","list1-D","none",0.04,9871,15,"D","capital","MC","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,12
3592,"default","the capital of the US is in Ohio","list2","list2-D","none",0.04,5055,13,"D","capital","MC","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,10
3593,"default","the capital of the US is in Ohio","list2","list2-R","none",0.01,8789,22,"R","capital","MC","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,19
3594,"default","the capital of the US is in Ohio","list2","list2-D","none",0.25,3885,10,"D","capital","MC","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,7
3595,"default","the capital of the US is in Ohio","list1","list1-R","none",0,3597,25,"R","capital","MC","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,22
3596,"default","the capital of the US is in Ohio","list1","list1-D","none",0.04,6574,23,"D","capital","MC","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,20
3597,"default","the capital of the US is in Ohio","list2","list2-R","none",0.02,7651,18,"R","capital","MC","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,15
3598,"default","the capital of the US is in Ohio","list2","list2-D","none",0.07,7516,4,"D","capital","MC","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,1
3599,"default","the capital of the US is in Ohio","list2","list2-R","none",0.01,3027,11,"R","capital","MC","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,8
3600,"default","the capital of the US is in Ohio","list2","list2-D","none",0,8989,16,"D","capital","MC","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,13
3601,"default","the capital of the US is in Ohio","list2","list2-D","none",0,5472,5,"D","capital","MC","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,2
3602,"default","the capital of the US is in Ohio","list2","list2-R","none",0,5624,12,"R","capital","MC","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,9
3603,"default","the capital of the US is in Ohio","list2","list2-D","none",0.09,44958,21,"D","capital","MC","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,18
3604,"default","the capital of the US is in Ohio","list2","list2-R","none",0.02,7855,14,"R","capital","MC","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,11
3605,"default","the capital of the US is in Ohio","list1","list1-R","none",0.07,6559,12,"R","capital","MC","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,9
3607,"default","the capital of the US is in Ohio","list2","list2-R","none",0.04,15751,4,"R","capital","MC","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,1
3609,"default","the capital of the US is in Ohio","list1","list1-D","none",0.01,5594,7,"D","capital","MC","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,4
3610,"default","the capital of the US is in Ohio","list2","list2-D","none",0.14,10444,6,"D","capital","MC","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,3
3612,"default","the capital of the US is in Ohio","list1","list1-R","none",0.02,14387,14,"R","capital","MC","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,11
3613,"default","the capital of the US is in Ohio","list2","list2-R","none",0.27,8320,17,"R","capital","MC","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,14
3614,"default","the capital of the US is in Ohio","list2","list2-R","none",0.01,38849,18,"R","capital","MC","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,15
3615,"default","the capital of the US is in Ohio","list1","list1-R","none",0.01,7805,9,"R","capital","MC","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,6
3620,"default","the capital of the US is in Ohio","list1","list1-D","none",0.02,10162,21,"D","capital","MC","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,18
3621,"default","the capital of the US is in Ohio","list1","list1-R","none",0.01,4595,19,"R","capital","MC","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,16
3622,"default","the capital of the US is in Ohio","list1","list1-D","none",0.02,5122,14,"D","capital","MC","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,11
3623,"default","the capital of the US is in Ohio","list1","list1-D","none",0,11094,9,"D","capital","MC","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,6
3624,"default","the capital of the US is in Ohio","list1","list1-D","none",0.17,9213,11,"D","capital","MC","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,8
3625,"default","the capital of the US is in Ohio","list1","list1-R","none",0.01,5379,12,"R","capital","MC","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,9
3626,"default","the capital of the US is in Ohio","list1","list1-R","none",0.29,5462,5,"R","capital","MC","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,2
3627,"default","the capital of the US is in Ohio","list1","list1-R","none",0.01,10598,22,"R","capital","MC","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,19
3628,"default","the capital of the US is in Ohio","list1","list1-R","none",0.01,6827,23,"R","capital","MC","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,20
3693,"default","the capital of the US is in Ohio","list1","list1-D","none",0,8555,6,"D","capital","MC","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,3
3694,"default","the capital of the US is in Ohio","list1","list1-D","none",0.06,14195,10,"D","capital","MC","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,7
3592,"default","the uprising at the Capitol was patriotic","list2","list2-D","conservative",0.65,3888,20,"R","capitol_uprising","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,17
3598,"default","the uprising at the Capitol was patriotic","list2","list2-D","conservative",0.74,3905,9,"R","capitol_uprising","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,6
3614,"default","the uprising at the Capitol was patriotic","list2","list2-R","conservative",0.67,5771,22,"D","capitol_uprising","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,19
3586,"default","the uprising at the Capitol was patriotic","list2","list2-D","conservative",0.63,6074,5,"R","capitol_uprising","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,2
